Id,Reputation,DisplayName,Year,Month,Count
"13302","344138","marc_s","2012","8","93"
"13302","344138","marc_s","2012","9","32"
"13302","344138","marc_s","2012","10","85"
"13302","344138","marc_s","2012","11","98"
"13302","344138","marc_s","2012","12","91"
"61974","338887","Mark Byers","2012","1","16"
"61974","338887","Mark Byers","2012","2","66"
"61974","338887","Mark Byers","2012","3","110"
"61974","338887","Mark Byers","2012","4","148"
"61974","338887","Mark Byers","2012","5","199"
"61974","338887","Mark Byers","2012","6","181"
"61974","338887","Mark Byers","2012","7","214"
"61974","338887","Mark Byers","2012","8","200"
"61974","338887","Mark Byers","2012","9","40"
"61974","338887","Mark Byers","2012","10","77"
"61974","338887","Mark Byers","2012","11","97"
"61974","338887","Mark Byers","2012","12","147"
"5445","337635","CMS","2012","1","1"
"5445","337635","CMS","2012","2","1"
"5445","337635","CMS","2012","7","1"
"20862","333807","Ignacio Vazquez-Abrams","2012","1","108"
"20862","333807","Ignacio Vazquez-Abrams","2012","2","255"
"20862","333807","Ignacio Vazquez-Abrams","2012","3","303"
"20862","333807","Ignacio Vazquez-Abrams","2012","4","337"
"20862","333807","Ignacio Vazquez-Abrams","2012","5","227"
"20862","333807","Ignacio Vazquez-Abrams","2012","6","210"
"20862","333807","Ignacio Vazquez-Abrams","2012","7","215"
"20862","333807","Ignacio Vazquez-Abrams","2012","8","243"
"20862","333807","Ignacio Vazquez-Abrams","2012","9","177"
"20862","333807","Ignacio Vazquez-Abrams","2012","10","121"
"20862","333807","Ignacio Vazquez-Abrams","2012","11","38"
"20862","333807","Ignacio Vazquez-Abrams","2012","12","134"
"13249","333220","Nick Craver","2012","1","1"
"13249","333220","Nick Craver","2012","12","2"
"69083","332591","Guffa","2012","1","103"
"69083","332591","Guffa","2012","2","123"
"69083","332591","Guffa","2012","3","179"
"69083","332591","Guffa","2012","4","155"
"69083","332591","Guffa","2012","5","174"
"69083","332591","Guffa","2012","6","186"
"69083","332591","Guffa","2012","7","144"
"69083","332591","Guffa","2012","8","171"
"69083","332591","Guffa","2012","9","213"
"69083","332591","Guffa","2012","10","221"
"69083","332591","Guffa","2012","11","151"
"69083","332591","Guffa","2012","12","108"
"65358","329282","Reed Copsey","2012","1","32"
"65358","329282","Reed Copsey","2012","2","83"
"65358","329282","Reed Copsey","2012","3","59"
"65358","329282","Reed Copsey","2012","4","25"
"65358","329282","Reed Copsey","2012","5","102"
"65358","329282","Reed Copsey","2012","6","171"
"65358","329282","Reed Copsey","2012","7","86"
"65358","329282","Reed Copsey","2012","8","183"
"65358","329282","Reed Copsey","2012","9","129"
"65358","329282","Reed Copsey","2012","10","144"
"65358","329282","Reed Copsey","2012","11","33"
"65358","329282","Reed Copsey","2012","12","41"
"15168","325064","Jonathan Leffler","2012","1","195"
"15168","325064","Jonathan Leffler","2012","2","148"
"15168","325064","Jonathan Leffler","2012","3","182"
"15168","325064","Jonathan Leffler","2012","4","186"
"15168","325064","Jonathan Leffler","2012","5","145"
"15168","325064","Jonathan Leffler","2012","6","85"
"15168","325064","Jonathan Leffler","2012","7","105"
"15168","325064","Jonathan Leffler","2012","8","121"
"15168","325064","Jonathan Leffler","2012","9","147"
"15168","325064","Jonathan Leffler","2012","10","179"
"15168","325064","Jonathan Leffler","2012","11","201"
"15168","325064","Jonathan Leffler","2012","12","148"
"505088","318528","David Heffernan","2012","1","199"
"505088","318528","David Heffernan","2012","2","204"
"505088","318528","David Heffernan","2012","3","202"
"505088","318528","David Heffernan","2012","4","203"
"505088","318528","David Heffernan","2012","5","222"
"505088","318528","David Heffernan","2012","6","48"
"505088","318528","David Heffernan","2012","7","30"
"505088","318528","David Heffernan","2012","8","59"
"505088","318528","David Heffernan","2012","9","109"
"505088","318528","David Heffernan","2012","10","129"
"505088","318528","David Heffernan","2012","11","125"
"505088","318528","David Heffernan","2012","12","186"
"88656","316995","Eric Lippert","2012","1","109"
"88656","316995","Eric Lippert","2012","2","102"
"88656","316995","Eric Lippert","2012","3","86"
"88656","316995","Eric Lippert","2012","4","88"
"88656","316995","Eric Lippert","2012","5","7"
"88656","316995","Eric Lippert","2012","8","1"
"88656","316995","Eric Lippert","2012","9","1"
"88656","316995","Eric Lippert","2012","12","20"
"157247","316860","T.J. Crowder","2012","1","159"
"157247","316860","T.J. Crowder","2012","2","160"
"157247","316860","T.J. Crowder","2012","3","145"
"157247","316860","T.J. Crowder","2012","4","147"
"157247","316860","T.J. Crowder","2012","5","195"
"157247","316860","T.J. Crowder","2012","6","122"
"157247","316860","T.J. Crowder","2012","7","137"
"157247","316860","T.J. Crowder","2012","9","4"
"157247","316860","T.J. Crowder","2012","10","55"
"157247","316860","T.J. Crowder","2012","11","167"
"157247","316860","T.J. Crowder","2012","12","228"
"100297","313994","Martijn Pieters","2012","1","5"
"100297","313994","Martijn Pieters","2012","2","7"
"100297","313994","Martijn Pieters","2012","3","13"
"100297","313994","Martijn Pieters","2012","4","10"
"100297","313994","Martijn Pieters","2012","5","80"
"100297","313994","Martijn Pieters","2012","6","114"
"100297","313994","Martijn Pieters","2012","7","179"
"100297","313994","Martijn Pieters","2012","8","235"
"100297","313994","Martijn Pieters","2012","9","458"
"100297","313994","Martijn Pieters","2012","10","228"
"100297","313994","Martijn Pieters","2012","11","354"
"100297","313994","Martijn Pieters","2012","12","346"
"335858","297281","dasblinkenlight","2012","1","321"
"335858","297281","dasblinkenlight","2012","2","300"
"335858","297281","dasblinkenlight","2012","3","190"
"335858","297281","dasblinkenlight","2012","4","305"
"335858","297281","dasblinkenlight","2012","5","325"
"335858","297281","dasblinkenlight","2012","6","220"
"335858","297281","dasblinkenlight","2012","7","363"
"335858","297281","dasblinkenlight","2012","8","315"
"335858","297281","dasblinkenlight","2012","9","262"
"335858","297281","dasblinkenlight","2012","10","255"
"335858","297281","dasblinkenlight","2012","11","276"
"335858","297281","dasblinkenlight","2012","12","252"
"53114","296343","Gumbo","2012","1","21"
"53114","296343","Gumbo","2012","2","26"
"53114","296343","Gumbo","2012","3","38"
"53114","296343","Gumbo","2012","4","7"
"53114","296343","Gumbo","2012","5","15"
"53114","296343","Gumbo","2012","6","27"
"53114","296343","Gumbo","2012","7","13"
"53114","296343","Gumbo","2012","8","5"
"53114","296343","Gumbo","2012","9","12"
"53114","296343","Gumbo","2012","10","8"
"53114","296343","Gumbo","2012","11","10"
"53114","296343","Gumbo","2012","12","15"
"18393","292819","cletus","2012","10","1"
"203907","290765","Bozho","2012","1","84"
"203907","290765","Bozho","2012","2","93"
"203907","290765","Bozho","2012","3","110"
"203907","290765","Bozho","2012","4","61"
"203907","290765","Bozho","2012","5","31"
"203907","290765","Bozho","2012","6","12"
"203907","290765","Bozho","2012","7","8"
"203907","290765","Bozho","2012","8","12"
"203907","290765","Bozho","2012","9","6"
"203907","290765","Bozho","2012","10","9"
"203907","290765","Bozho","2012","11","8"
"203907","290765","Bozho","2012","12","8"
"18936","286861","bobince","2012","1","17"
"18936","286861","bobince","2012","2","15"
"18936","286861","bobince","2012","3","12"
"18936","286861","bobince","2012","4","10"
"18936","286861","bobince","2012","5","21"
"18936","286861","bobince","2012","6","9"
"18936","286861","bobince","2012","7","18"
"18936","286861","bobince","2012","8","20"
"18936","286861","bobince","2012","9","6"
"18936","286861","bobince","2012","10","8"
"18936","286861","bobince","2012","11","12"
"18936","286861","bobince","2012","12","6"
"1583","282621","Oded","2012","1","226"
"1583","282621","Oded","2012","2","149"
"1583","282621","Oded","2012","3","146"
"1583","282621","Oded","2012","4","176"
"1583","282621","Oded","2012","5","197"
"1583","282621","Oded","2012","6","90"
"1583","282621","Oded","2012","7","96"
"1583","282621","Oded","2012","8","167"
"1583","282621","Oded","2012","9","159"
"1583","282621","Oded","2012","10","156"
"1583","282621","Oded","2012","11","128"
"1583","282621","Oded","2012","12","128"
"12950","282608","tvanfosson","2012","1","21"
"12950","282608","tvanfosson","2012","2","26"
"12950","282608","tvanfosson","2012","3","63"
"12950","282608","tvanfosson","2012","4","17"
"12950","282608","tvanfosson","2012","5","5"
"12950","282608","tvanfosson","2012","6","8"
"12950","282608","tvanfosson","2012","7","2"
"12950","282608","tvanfosson","2012","9","2"
"12950","282608","tvanfosson","2012","10","2"
"12950","282608","tvanfosson","2012","11","14"
"12950","282608","tvanfosson","2012","12","33"
"139985","279112","Stephen C","2012","1","133"
"139985","279112","Stephen C","2012","2","96"
"139985","279112","Stephen C","2012","3","179"
"139985","279112","Stephen C","2012","4","160"
"139985","279112","Stephen C","2012","5","180"
"139985","279112","Stephen C","2012","6","208"
"139985","279112","Stephen C","2012","7","148"
"139985","279112","Stephen C","2012","8","158"
"139985","279112","Stephen C","2012","9","148"
"139985","279112","Stephen C","2012","10","214"
"139985","279112","Stephen C","2012","11","145"
"139985","279112","Stephen C","2012","12","139"
"571407","274389","JB Nizet","2012","1","519"
"571407","274389","JB Nizet","2012","2","325"
"571407","274389","JB Nizet","2012","3","153"
"571407","274389","JB Nizet","2012","4","98"
"571407","274389","JB Nizet","2012","5","434"
"571407","274389","JB Nizet","2012","6","389"
"571407","274389","JB Nizet","2012","7","428"
"571407","274389","JB Nizet","2012","8","86"
"571407","274389","JB Nizet","2012","9","185"
"571407","274389","JB Nizet","2012","10","163"
"571407","274389","JB Nizet","2012","11","275"
"571407","274389","JB Nizet","2012","12","396"
"34509","270206","Johannes Schaub - litb","2012","1","17"
"34509","270206","Johannes Schaub - litb","2012","2","27"
"34509","270206","Johannes Schaub - litb","2012","3","12"
"34509","270206","Johannes Schaub - litb","2012","4","10"
"34509","270206","Johannes Schaub - litb","2012","5","11"
"34509","270206","Johannes Schaub - litb","2012","6","15"
"34509","270206","Johannes Schaub - litb","2012","7","18"
"34509","270206","Johannes Schaub - litb","2012","8","22"
"34509","270206","Johannes Schaub - litb","2012","9","12"
"34509","270206","Johannes Schaub - litb","2012","10","8"
"34509","270206","Johannes Schaub - litb","2012","11","22"
"34509","270206","Johannes Schaub - litb","2012","12","19"
"106224","266464","BoltClock","2012","1","57"
"106224","266464","BoltClock","2012","2","58"
"106224","266464","BoltClock","2012","3","81"
"106224","266464","BoltClock","2012","4","46"
"106224","266464","BoltClock","2012","5","66"
"106224","266464","BoltClock","2012","6","45"
"106224","266464","BoltClock","2012","7","45"
"106224","266464","BoltClock","2012","8","55"
"106224","266464","BoltClock","2012","9","56"
"106224","266464","BoltClock","2012","10","53"
"106224","266464","BoltClock","2012","11","57"
"106224","266464","BoltClock","2012","12","44"
"218196","265479","Felix Kling","2012","1","69"
"218196","265479","Felix Kling","2012","2","51"
"218196","265479","Felix Kling","2012","3","67"
"218196","265479","Felix Kling","2012","4","32"
"218196","265479","Felix Kling","2012","5","61"
"218196","265479","Felix Kling","2012","6","68"
"218196","265479","Felix Kling","2012","7","39"
"218196","265479","Felix Kling","2012","8","83"
"218196","265479","Felix Kling","2012","9","27"
"218196","265479","Felix Kling","2012","10","40"
"218196","265479","Felix Kling","2012","11","22"
"218196","265479","Felix Kling","2012","12","26"
"187606","264945","Pekka 웃","2012","1","70"
"187606","264945","Pekka 웃","2012","2","87"
"187606","264945","Pekka 웃","2012","3","56"
"187606","264945","Pekka 웃","2012","5","4"
"187606","264945","Pekka 웃","2012","6","22"
"187606","264945","Pekka 웃","2012","7","30"
"187606","264945","Pekka 웃","2012","8","22"
"187606","264945","Pekka 웃","2012","10","33"
"187606","264945","Pekka 웃","2012","11","20"
"187606","264945","Pekka 웃","2012","12","19"
"19563","264393","Charles Bailey","2012","1","26"
"19563","264393","Charles Bailey","2012","2","22"
"19563","264393","Charles Bailey","2012","3","15"
"19563","264393","Charles Bailey","2012","4","24"
"19563","264393","Charles Bailey","2012","5","23"
"19563","264393","Charles Bailey","2012","6","60"
"19563","264393","Charles Bailey","2012","7","22"
"19563","264393","Charles Bailey","2012","8","20"
"19563","264393","Charles Bailey","2012","9","14"
"19563","264393","Charles Bailey","2012","10","15"
"19563","264393","Charles Bailey","2012","11","13"
"19563","264393","Charles Bailey","2012","12","8"
"179910","251867","Jerry Coffin","2012","1","66"
"179910","251867","Jerry Coffin","2012","2","73"
"179910","251867","Jerry Coffin","2012","3","209"
"179910","251867","Jerry Coffin","2012","4","272"
"179910","251867","Jerry Coffin","2012","5","162"
"179910","251867","Jerry Coffin","2012","6","148"
"179910","251867","Jerry Coffin","2012","7","134"
"179910","251867","Jerry Coffin","2012","8","69"
"179910","251867","Jerry Coffin","2012","9","60"
"179910","251867","Jerry Coffin","2012","10","72"
"179910","251867","Jerry Coffin","2012","11","77"
"179910","251867","Jerry Coffin","2012","12","142"
"190597","248242","unutbu","2012","1","137"
"190597","248242","unutbu","2012","2","81"
"190597","248242","unutbu","2012","3","21"
"190597","248242","unutbu","2012","4","25"
"190597","248242","unutbu","2012","5","7"
"190597","248242","unutbu","2012","6","12"
"190597","248242","unutbu","2012","7","18"
"190597","248242","unutbu","2012","8","54"
"190597","248242","unutbu","2012","9","75"
"190597","248242","unutbu","2012","10","110"
"190597","248242","unutbu","2012","11","152"
"190597","248242","unutbu","2012","12","104"
"1968","245889","Konrad Rudolph","2012","1","17"
"1968","245889","Konrad Rudolph","2012","2","23"
"1968","245889","Konrad Rudolph","2012","3","68"
"1968","245889","Konrad Rudolph","2012","4","32"
"1968","245889","Konrad Rudolph","2012","5","43"
"1968","245889","Konrad Rudolph","2012","6","52"
"1968","245889","Konrad Rudolph","2012","7","43"
"1968","245889","Konrad Rudolph","2012","8","36"
"1968","245889","Konrad Rudolph","2012","9","17"
"1968","245889","Konrad Rudolph","2012","10","34"
"1968","245889","Konrad Rudolph","2012","11","27"
"1968","245889","Konrad Rudolph","2012","12","42"
"224671","245514","KennyTM","2012","1","71"
"224671","245514","KennyTM","2012","2","41"
"224671","245514","KennyTM","2012","3","35"
"224671","245514","KennyTM","2012","4","16"
"224671","245514","KennyTM","2012","5","21"
"224671","245514","KennyTM","2012","6","16"
"224671","245514","KennyTM","2012","7","27"
"224671","245514","KennyTM","2012","8","17"
"224671","245514","KennyTM","2012","9","27"
"224671","245514","KennyTM","2012","10","36"
"224671","245514","KennyTM","2012","11","21"
"224671","245514","KennyTM","2012","12","11"
"57695","245472","Peter Lawrey","2012","1","329"
"57695","245472","Peter Lawrey","2012","2","237"
"57695","245472","Peter Lawrey","2012","3","290"
"57695","245472","Peter Lawrey","2012","4","267"
"57695","245472","Peter Lawrey","2012","5","118"
"57695","245472","Peter Lawrey","2012","6","178"
"57695","245472","Peter Lawrey","2012","7","280"
"57695","245472","Peter Lawrey","2012","8","504"
"57695","245472","Peter Lawrey","2012","9","430"
"57695","245472","Peter Lawrey","2012","10","314"
"57695","245472","Peter Lawrey","2012","11","220"
"57695","245472","Peter Lawrey","2012","12","334"
"1144035","241500","Gordon Linoff","2012","1","3"
"1144035","241500","Gordon Linoff","2012","3","2"
"1144035","241500","Gordon Linoff","2012","4","29"
"1144035","241500","Gordon Linoff","2012","5","267"
"1144035","241500","Gordon Linoff","2012","6","157"
"1144035","241500","Gordon Linoff","2012","7","302"
"1144035","241500","Gordon Linoff","2012","8","382"
"1144035","241500","Gordon Linoff","2012","9","209"
"1144035","241500","Gordon Linoff","2012","10","123"
"1144035","241500","Gordon Linoff","2012","11","100"
"1144035","241500","Gordon Linoff","2012","12","299"
"413501","229005","Ladislav Mrnka","2012","1","185"
"413501","229005","Ladislav Mrnka","2012","2","119"
"413501","229005","Ladislav Mrnka","2012","3","137"
"413501","229005","Ladislav Mrnka","2012","4","150"
"413501","229005","Ladislav Mrnka","2012","5","125"
"413501","229005","Ladislav Mrnka","2012","6","103"
"413501","229005","Ladislav Mrnka","2012","7","131"
"413501","229005","Ladislav Mrnka","2012","8","134"
"413501","229005","Ladislav Mrnka","2012","9","91"
"413501","229005","Ladislav Mrnka","2012","10","42"
"413501","229005","Ladislav Mrnka","2012","11","18"
"413501","229005","Ladislav Mrnka","2012","12","31"
"20860","224358","Bill Karwin","2012","1","44"
"20860","224358","Bill Karwin","2012","2","13"
"20860","224358","Bill Karwin","2012","10","11"
"20860","224358","Bill Karwin","2012","11","73"
"20860","224358","Bill Karwin","2012","12","75"
"476","217403","deceze","2012","1","155"
"476","217403","deceze","2012","2","121"
"476","217403","deceze","2012","3","129"
"476","217403","deceze","2012","4","132"
"476","217403","deceze","2012","5","87"
"476","217403","deceze","2012","6","120"
"476","217403","deceze","2012","7","134"
"476","217403","deceze","2012","8","95"
"476","217403","deceze","2012","9","100"
"476","217403","deceze","2012","10","116"
"476","217403","deceze","2012","11","154"
"476","217403","deceze","2012","12","127"
"104349","217239","Daniel Roseman","2012","1","90"
"104349","217239","Daniel Roseman","2012","2","69"
"104349","217239","Daniel Roseman","2012","3","73"
"104349","217239","Daniel Roseman","2012","4","76"
"104349","217239","Daniel Roseman","2012","5","79"
"104349","217239","Daniel Roseman","2012","6","118"
"104349","217239","Daniel Roseman","2012","7","83"
"104349","217239","Daniel Roseman","2012","8","76"
"104349","217239","Daniel Roseman","2012","9","86"
"104349","217239","Daniel Roseman","2012","10","54"
"104349","217239","Daniel Roseman","2012","11","75"
"104349","217239","Daniel Roseman","2012","12","65"
"479863","217225","mu is too short","2012","1","126"
"479863","217225","mu is too short","2012","2","156"
"479863","217225","mu is too short","2012","3","140"
"479863","217225","mu is too short","2012","4","110"
"479863","217225","mu is too short","2012","5","153"
"479863","217225","mu is too short","2012","6","138"
"479863","217225","mu is too short","2012","7","87"
"479863","217225","mu is too short","2012","8","93"
"479863","217225","mu is too short","2012","9","75"
"479863","217225","mu is too short","2012","10","95"
"479863","217225","mu is too short","2012","11","103"
"479863","217225","mu is too short","2012","12","70"
"33708","216828","Mehrdad Afshari","2012","1","7"
"33708","216828","Mehrdad Afshari","2012","2","2"
"33708","216828","Mehrdad Afshari","2012","3","2"
"33708","216828","Mehrdad Afshari","2012","4","1"
"33708","216828","Mehrdad Afshari","2012","5","1"
"33708","216828","Mehrdad Afshari","2012","6","1"
"33708","216828","Mehrdad Afshari","2012","7","4"
"33708","216828","Mehrdad Afshari","2012","8","1"
"33708","216828","Mehrdad Afshari","2012","12","1"
"10661","215821","S.Lott","2012","1","47"
"10661","215821","S.Lott","2012","2","38"
"548225","212326","anubhava","2012","1","194"
"548225","212326","anubhava","2012","2","150"
"548225","212326","anubhava","2012","3","128"
"548225","212326","anubhava","2012","4","106"
"548225","212326","anubhava","2012","5","180"
"548225","212326","anubhava","2012","6","73"
"548225","212326","anubhava","2012","7","4"
"548225","212326","anubhava","2012","8","22"
"548225","212326","anubhava","2012","9","19"
"548225","212326","anubhava","2012","10","88"
"548225","212326","anubhava","2012","11","39"
"548225","212326","anubhava","2012","12","73"
"16417","211973","Paolo Bergantino","2012","2","6"
"16417","211973","Paolo Bergantino","2012","3","12"
"16417","211973","Paolo Bergantino","2012","4","9"
"16417","211973","Paolo Bergantino","2012","5","11"
"16417","211973","Paolo Bergantino","2012","6","12"
"16417","211973","Paolo Bergantino","2012","7","6"
"16417","211973","Paolo Bergantino","2012","8","6"
"16417","211973","Paolo Bergantino","2012","10","1"
"16417","211973","Paolo Bergantino","2012","11","1"
"16417","211973","Paolo Bergantino","2012","12","2"
"21234","210078","skaffman","2012","1","102"
"21234","210078","skaffman","2012","2","60"
"21234","210078","skaffman","2012","3","61"
"21234","210078","skaffman","2012","4","7"
"21234","210078","skaffman","2012","5","45"
"27535","209579","gbn","2012","1","137"
"27535","209579","gbn","2012","2","88"
"27535","209579","gbn","2012","3","15"
"27535","209579","gbn","2012","4","6"
"27535","209579","gbn","2012","5","19"
"27535","209579","gbn","2012","6","16"
"27535","209579","gbn","2012","7","6"
"27535","209579","gbn","2012","8","15"
"27535","209579","gbn","2012","9","4"
"27535","209579","gbn","2012","10","12"
"27535","209579","gbn","2012","11","7"
"118068","208615","Marc B","2012","1","246"
"118068","208615","Marc B","2012","2","151"
"118068","208615","Marc B","2012","3","149"
"118068","208615","Marc B","2012","4","163"
"118068","208615","Marc B","2012","5","151"
"118068","208615","Marc B","2012","6","86"
"118068","208615","Marc B","2012","7","139"
"118068","208615","Marc B","2012","8","167"
"118068","208615","Marc B","2012","9","128"
"118068","208615","Marc B","2012","10","166"
"118068","208615","Marc B","2012","11","164"
"118068","208615","Marc B","2012","12","76"
"596781","208377","Kerrek SB","2012","1","210"
"596781","208377","Kerrek SB","2012","2","178"
"596781","208377","Kerrek SB","2012","3","150"
"596781","208377","Kerrek SB","2012","4","61"
"596781","208377","Kerrek SB","2012","5","110"
"596781","208377","Kerrek SB","2012","6","43"
"596781","208377","Kerrek SB","2012","7","85"
"596781","208377","Kerrek SB","2012","8","214"
"596781","208377","Kerrek SB","2012","9","256"
"596781","208377","Kerrek SB","2012","10","183"
"596781","208377","Kerrek SB","2012","11","147"
"596781","208377","Kerrek SB","2012","12","77"
"50079","206901","Jon","2012","1","141"
"50079","206901","Jon","2012","2","49"
"50079","206901","Jon","2012","3","204"
"50079","206901","Jon","2012","4","215"
"50079","206901","Jon","2012","5","208"
"50079","206901","Jon","2012","6","121"
"50079","206901","Jon","2012","7","104"
"50079","206901","Jon","2012","8","112"
"50079","206901","Jon","2012","9","208"
"50079","206901","Jon","2012","10","147"
"50079","206901","Jon","2012","11","95"
"50079","206901","Jon","2012","12","23"
"138475","206340","Pascal MARTIN","2012","2","36"
"138475","206340","Pascal MARTIN","2012","5","39"
"9021","201713","nickf","2012","1","8"
"9021","201713","nickf","2012","3","17"
"9021","201713","nickf","2012","4","12"
"9021","201713","nickf","2012","5","8"
"9021","201713","nickf","2012","6","15"
"9021","201713","nickf","2012","7","3"
"9021","201713","nickf","2012","8","7"
"9021","201713","nickf","2012","9","14"
"9021","201713","nickf","2012","10","7"
"9021","201713","nickf","2012","11","10"
